-9.439334047458139976e-01 5.071893526035490263e-01 1.680901137626778508e-01 -5.079035533958971005e-01 -4.487319319252554006e-01 6.050689866212842771e-01 5.681074824964581493e-01 7.608214516525216853e-01 9.299153412488169179e-01 5.573867112289221382e-01 6.834372119764585696e-01 2.065479318546157572e-01 4.198966379870712751e-01 -2.778937137325887541e-01 9.846098806716462037e-02 4.615574688555470484e-01 3.342471887615075521e-01 -2.600371420692673130e-01 6.808027701498806650e-01 4.328300077629877035e-02
-9.476750529254457378e-01 5.075245305775668569e-01 2.477016187427756588e-01 -4.338289260547449899e-01 -3.387360859818101533e-01 6.825304790464145066e-01 6.804737047326983035e-01 8.909659623135809392e-01 1.009675726542760055e+00 6.940394010447182849e-01 7.981126244324602270e-01 3.855642391223600418e-01 5.763141600092196448e-01 -1.044836985720869332e-01 2.629462929987358422e-01 6.509644023686694814e-01 5.209184510142811364e-01 -4.304181918570055415e-02 8.327437064197741323e-01 2.196770987418221188e-01
-1.857044244371647501e+00 -1.602414058407317377e-01 1.217943284803310711e+00 -1.904546678658901870e-01 3.918023094118013305e-01 8.971185433608566129e-01 1.203439533851244692e+00 1.288698763510931267e+00 1.456694379080335722e+00 1.020929747991164316e+00 1.067581005375524139e+00 6.000092016981175558e-01 1.072676393945847684e+00 6.015408118408324123e-01 9.037883384137367360e-01 1.027305610450234052e+00 1.503781048827014910e+00 1.015313284570380947e+00 1.116848228780697783e+00 7.640984320521715389e-01
-2.002813019223993685e+00 -3.672152154784658062e-01 1.420964647969792383e+00 1.373500136057885235e-01 5.601430543121224126e-01 9.167830590837500182e-01 1.126172560026105884e+00 1.281433109940289583e+00 1.655515386065593120e+00 1.440973025502544802e+00 1.518531915382333120e+00 1.277397320856450191e+00 1.600920463990432863e+00 8.443147001874538038e-01 1.100915004318470780e+00 1.201805956463977365e+00 1.539453329133338544e+00 1.060693950853735412e+00 1.071458210244800480e+00 1.948052618483688547e-01
-1.985644269443418874e+00 -3.193327283720127641e-01 1.476556070794146303e+00 1.658846750918191448e-01 6.448475911288699125e-01 9.950908274846412827e-01 1.134632747458242719e+00 1.213051741659584293e+00 1.523333332150258013e+00 1.235151698786339347e+00 1.545397337343240141e+00 1.674798135166262192e+00 1.975646797134973598e+00 1.055093672635214475e+00 1.454341909663990684e+00 1.699820883625398960e+00 1.837865556923128585e+00 9.699519920185282196e-01 1.069366194925613023e+00 3.655997699603680817e-01
-1.968397767586198333e+00 -2.968674810907344086e-01 1.418114310645790743e+00 3.987996574506320890e-02 4.640311713417850648e-01 7.814530580456990894e-01 8.092183951056685087e-01 9.488776043665464455e-01 1.354655445114011814e+00 1.075072030969082881e+00 1.425240502274131238e+00 1.415104728406570311e+00 1.713409741220041083e+00 9.796279582344575854e-01 1.455862833293564584e+00 1.654870700511215764e+00 1.849664047248704257e+00 1.176418824288220977e+00 1.425352182419965752e+00 7.032710031212662249e-01
-2.042732026631084885e+00 -4.888635187531437110e-01 1.184156193732439633e+00 -6.555787414082135667e-02 4.125071271873033685e-01 7.861319915998112862e-01 9.146771352912176356e-01 9.656861135683553199e-01 1.149339771187822601e+00 6.720570248432095051e-01 1.083424618221139113e+00 1.006770961086264737e+00 1.426579343002979172e+00 8.204357648821415383e-01 1.212573855251704025e+00 1.405813199686989590e+00 1.807677781310444098e+00 1.280482244531649272e+00 1.521943647752917572e+00 9.864945912272192752e-01
-2.058107840805641242e+00 -5.104123871963665016e-01 1.163227928879766448e+00 -1.554496381203962219e-01 3.916241396747215386e-01 1.041680700984266128e+00 1.384541071190723782e+00 1.250143751434317219e+00 1.243407149062879302e+00 6.624386209658074121e-01 8.671338984770925462e-01 6.119103450244438580e-01 1.230978839829778071e+00 6.759869793003109306e-01 8.823055519291991278e-01 1.068678753892752464e+00 1.396136042845816494e+00 6.421800941243929195e-01 9.431067478225416689e-01 7.667697906538684105e-01
-2.055082057359757464e+00 -5.150121265102609591e-01 1.131083012596215021e+00 -1.247832590031243694e-01 5.805844107731812365e-01 1.192719170143211604e+00 1.366628151372843991e+00 1.067680238146545557e+00 1.108168428565094787e+00 5.878607059283920133e-01 8.015681143889996640e-01 3.210565381136679663e-01 7.478732794459901356e-01 3.563238802448668308e-01 9.380639496143847733e-01 1.270455036457673437e+00 1.427079835337184299e+00 4.544854320243527646e-01 6.016250978181336695e-01 4.592548510598931100e-01
-2.005850260870646107e+00 -4.280335127867131439e-01 1.140851477462981878e+00 -9.976055068794548175e-02 7.598985723061395525e-01 1.304774866696238211e+00 1.336319224214843171e+00 1.048950481489940856e+00 1.237696700999048938e+00 8.691842191665558603e-01 9.926893372559674189e-01 3.625068675994593259e-01 8.077110904272265524e-01 7.498081945683833238e-01 1.617156166842756981e+00 1.705529521742053189e+00 1.707683996256261771e+00 9.242620429279623240e-01 1.239209363160943767e+00 1.036418675287467117e+00
