-5.316885810007353719e+00 9.450154821242217063e-01 5.551619161569757432e-01 3.292682157038425150e-01 2.397630983835488672e-01 1.984836276515496989e-01 2.228156065773547745e-01 2.512262623115221749e-01 2.241764068106449903e-01 2.034585825681683446e-01 2.058201453036874184e-01 1.727551278582067640e-01 1.336750664426470392e-01 1.464855661201511783e-01 1.617490587895593079e-01 1.366768307579647179e-01 1.224500982086990514e-01 1.291248146844245770e-01 1.128745677052244434e-01 1.011102917564478676e-01
-5.196029342406579765e+00 9.488313732442187343e-01 5.287405468526947816e-01 3.834685641042095972e-01 2.753590079123061085e-01 2.379762049442057659e-01 2.328634147485086070e-01 2.449990744999943904e-01 2.242380408056363350e-01 2.192389677927752412e-01 2.093759179854353669e-01 1.648755273064607119e-01 1.142427080056611643e-01 1.450884810266272473e-01 1.734174676139693394e-01 1.406745924305922990e-01 1.122037850769788819e-01 1.302142735116693095e-01 1.342118248818838511e-01 9.933576512485479959e-02
-5.490593551417060958e+00 6.708486785480354264e-01 5.324699780343117306e-01 5.428512437632542209e-01 3.859803750905015374e-01 3.594067673565148890e-01 3.461301195572714651e-01 2.749356537669493949e-01 2.489003381410163918e-01 2.210957944784325557e-01 1.577277791519654249e-01 1.217142398069468862e-01 9.310804129864021228e-02 1.040033502415515371e-01 1.414875600073365325e-01 1.246313240604043776e-01 1.222124769993141180e-01 1.360907948728322658e-01 1.381869097991970941e-01 1.018829428218212679e-01
-5.456930064597444563e+00 6.963439786119935970e-01 5.055221345917225717e-01 5.061223069024705090e-01 3.682961785435761581e-01 3.588273585620556094e-01 3.610544303397956178e-01 2.733709217449719620e-01 2.082946250470077421e-01 1.956859900393508322e-01 1.592878537448939313e-01 1.164126442083172341e-01 1.507642764285694603e-01 1.248522544392548644e-01 9.854390985864519559e-02 1.245944185515859143e-01 1.028164008578984351e-01 9.539072267663811777e-02 1.064515037132928582e-01 1.086867413798499743e-01
-5.412556870973046941e+00 6.918993961223145472e-01 4.634891451846060995e-01 4.961369021253800304e-01 3.650477961790586923e-01 3.404962512754240445e-01 3.475696344449505926e-01 3.021225854064874539e-01 1.821170013687244960e-01 1.495842439425733028e-01 1.936025804563276664e-01 1.491330580681201334e-01 1.577129246205493940e-01 1.098680638916234575e-01 7.121494971508644800e-02 1.130234977189206735e-01 7.651531042820559902e-02 5.774114212132083757e-02 9.714696325695419687e-02 1.307115002265887005e-01
-5.358738821583556522e+00 7.448383609081432599e-01 4.837094862458060085e-01 4.887690135084147847e-01 3.642135213773482483e-01 3.664207324003773136e-01 3.800285295601933955e-01 2.941040313823449215e-01 1.826452502542254275e-01 1.762132894443583786e-01 1.901542364023342813e-01 1.411524815821696976e-01 1.204074206125455848e-01 9.329159939990190609e-02 6.961196830057816975e-02 1.004247802653013555e-01 1.127510688955201540e-01 1.092681531765599401e-01 1.402183131342827349e-01 1.825554665118545583e-01
-5.404938548087485195e+00 7.444622786417679494e-01 4.911018725292225495e-01 4.373423385038185396e-01 3.852520106357102958e-01 4.185639949246366398e-01 3.893936755814305650e-01 3.287441010560216426e-01 2.489321194520155989e-01 1.658092187269230300e-01 1.445797441015912732e-01 1.324350772516363905e-01 8.733924606620631359e-02 8.357761425109584696e-02 7.706382400293022850e-02 9.994309797629918890e-02 1.175819256246145028e-01 1.269137361487270854e-01 1.426801593448414340e-01 1.628433597016302470e-01
-4.713359165513312909e+00 1.058248538546904038e+00 1.355854997263115647e-01 6.885322616714675825e-02 1.274756641962714043e-01 3.323813684874718510e-01 5.381329603770422798e-01 5.288072281055981039e-01 1.933751666079641107e-01 5.100918876630022164e-02 1.410555065231395289e-01 2.058674479586316830e-01 1.108766024538063028e-01 1.183680668203829917e-01 1.394286532200918194e-01 5.963796537656824992e-02 6.330856990805776296e-02 9.306397781378891731e-02 9.337104754807276641e-02 4.956032055056961566e-02
-4.148678515849160142e+00 1.163424694095697376e+00 -1.214521005001917425e-01 -4.602781714781106065e-02 1.143074653721312325e-02 2.939759623421531742e-01 5.021632460031626444e-01 5.470395650686982192e-01 1.610892529214070779e-01 1.165459913261426422e-01 1.589402597614898160e-01 1.818283843888499063e-01 9.183123892669975419e-02 1.240147481614421593e-01 1.461508672651931628e-01 2.893016420301597336e-02 5.701062206679631539e-02 9.764456954208243500e-02 1.206757254569203741e-01 5.321238865550081271e-02
-4.377708471575390448e+00 1.197174846026779260e+00 2.470086470299914447e-02 1.460515887495208130e-02 7.602652402110562924e-02 3.107247747906579094e-01 4.860955671650849519e-01 4.922070989081153147e-01 2.010912544689366921e-01 1.225319366233201257e-01 1.579096035406516163e-01 1.520553126833412427e-01 1.012362372552009920e-01 1.374644081653342287e-01 1.336705628934124757e-01 1.290569481681968708e-02 4.438390874561185667e-02 8.194667672130780123e-02 8.617554407551254736e-02 2.132387984826672814e-02
